Projected_Year,Simulation,Claim_1,Claim_2,Claim_3,Claim_4,Claim_5,Claim_6,Claim_7,Claim_8,Claim_9,Claim_10,Claim_11,Claim_12,Claim_13,Claim_14,Claim_15,Claim_16,Claim_17,Claim_18,Claim_19,Claim_20,Claim_21,Claim_22,Claim_23,Claim_24,Claim_25,Claim_26,Claim_27,Claim_28,Claim_29,Claim_30,Claim_31,Claim_32,Claim_33,Claim_34,Claim_35,Claim_36,Claim_37,Claim_38,Claim_39,Claim_40,Claim_41,Claim_42,Claim_43,Claim_44,Claim_45,Claim_46,Claim_47,Claim_48,Claim_49,Claim_50,Claim_51,Claim_52,Claim_53,Claim_54,Claim_55,Claim_56,Claim_57,Claim_58,Claim_59,Claim_60,Claim_61,Claim_62,Claim_63,Claim_64,Claim_65,Claim_66,Claim_67,Claim_68,Claim_69,Claim_70,Claim_71,Claim_72,Claim_73,Claim_74,Claim_75,Claim_76,Claim_77,Claim_78,Claim_79,Claim_80,Claim_81,Claim_82,Claim_83
2026,9332,4813,1518,684,440,463,2426,9580,69,4024,100,1411,6903,362,40,6450,60,50000,74,941,369,1263,383,354,2639,233,2877,440,50000,4589.0,5175.0,23185.0,50000.0,953.0,244.0,50000.0,1130.0,2115.0,17221.0,811.0,4684.0,31274.0,1377.0,3923.0,27639.0,574.0,50000.0,284.0,853.0,29785.0,1603.0,38.0,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9333,425,953,7542,94,1043,1235,1400,21171,15808,2611,787,473,19664,50000,722,89,731,1007,50000,2062,94,21,7088,2528,5821,10472,875,83,35.0,10350.0,2611.0,4013.0,613.0,514.0,4169.0,13468.0,1160.0,56.0,10632.0,1449.0,439.0,41.0,50000.0,11278.0,882.0,1042.0,50000.0,50000.0,1487.0,10671.0,232.0,3.0,13473.0,50000.0,50.0,16680.0,179.0,48499.0,1933.0,9290.0,287.0,,,,,,,,,,,,,,,,,,,,,,
2026,9334,3424,50000,10184,50000,176,265,3596,120,2579,4099,129,50000,477,23567,1384,5893,23886,445,3481,447,50000,5334,1889,4719,3839,381,1923,21872,18536.0,14.0,411.0,5810.0,141.0,8629.0,3292.0,50000.0,4490.0,41470.0,18.0,50000.0,109.0,721.0,944.0,7.0,2987.0,1428.0,602.0,1727.0,2539.0,33720.0,116.0,2852.0,36.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9335,10167,16266,4364,7972,289,29,50000,1169,28705,27614,453,284,4994,2651,10523,1789,12572,89,511,14053,50000,13191,5283,1375,7312,191,5788,767,92.0,8298.0,104.0,2733.0,87.0,8514.0,171.0,373.0,31283.0,479.0,1422.0,2176.0,10994.0,14702.0,767.0,572.0,146.0,2558.0,338.0,14726.0,405.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9336,2819,1572,162,89,2297,615,132,5012,1282,4186,24,50000,1058,491,3823,327,399,20245,13890,2,627,770,288,2,6189,14899,1335,544,6.0,347.0,89.0,5300.0,75.0,2923.0,124.0,1037.0,182.0,20.0,419.0,284.0,613.0,208.0,736.0,78.0,719.0,10672.0,616.0,4756.0,137.0,2099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9337,50000,196,50000,50000,370,2382,23771,6088,50000,713,234,684,5157,3456,184,39412,9346,10907,50000,283,19356,50000,9299,2496,322,1049,48582,363,50000.0,29.0,3433.0,19076.0,340.0,17186.0,25286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9338,266,50000,100,1515,2040,43851,605,7768,791,931,3,60,50000,206,768,52,312,1250,42398,18788,50000,156,149,156,3368,10741,39693,1386,709.0,4979.0,1692.0,5550.0,188.0,26606.0,123.0,93.0,2228.0,5587.0,4722.0,1034.0,413.0,242.0,10201.0,1247.0,2582.0,13279.0,50000.0,4987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9339,50000,50000,231,491,3166,257,2304,696,245,283,238,459,50000,9,50000,220,16552,2573,344,406,323,572,1059,25281,49806,274,14892,287,1880.0,496.0,262.0,100.0,75.0,91.0,1195.0,14645.0,141.0,2505.0,4378.0,5522.0,2637.0,639.0,65.0,3483.0,28.0,5739.0,50000.0,2238.0,79.0,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9340,7253,1387,7910,2620,9360,1332,630,50000,158,50000,11695,1067,2774,7460,21269,1998,35183,212,1382,81,2001,15,293,4883,28517,42724,219,3520,1240.0,15.0,307.0,897.0,44375.0,20.0,5320.0,37.0,50000.0,45138.0,385.0,1146.0,50000.0,342.0,1964.0,7967.0,311.0,3038.0,9662.0,4934.0,9240.0,2.0,375.0,5457.0,2919.0,1571.0,3735.0,2050.0,43181.0,8429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9341,139,50000,1668,36645,1699,1468,7408,995,3033,25811,1068,7437,792,11648,266,50000,5044,5404,99,142,5453,50000,12305,25942,12,7785,1261,50,2049.0,163.0,4069.0,50000.0,10623.0,1673.0,327.0,50000.0,1477.0,6650.0,2701.0,21497.0,38.0,1308.0,777.0,1485.0,50000.0,29554.0,826.0,1271.0,9.0,1434.0,1630.0,2103.0,4705.0,17885.0,8842.0,555.0,84.0,12691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9342,49,50000,15090,1914,289,3730,379,9432,1637,32,376,2271,50000,75,309,10684,78,352,1713,704,67,50000,21497,1279,4699,371,15941,269,1805.0,3183.0,2142.0,3804.0,15753.0,11032.0,2914.0,335.0,114.0,15051.0,50000.0,3010.0,667.0,2537.0,792.0,29872.0,47465.0,50000.0,923.0,4623.0,1273.0,10713.0,4373.0,2476.0,4963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9343,5617,326,30606,1440,264,50000,396,13637,2227,2931,1046,161,27,13,17089,24853,50000,64,1035,6700,1553,8683,32385,164,2012,554,6639,2,2009.0,3889.0,43.0,1601.0,797.0,4708.0,8117.0,5174.0,385.0,14864.0,96.0,16704.0,5017.0,4647.0,6267.0,136.0,195.0,21841.0,5827.0,380.0,1909.0,92.0,381.0,24618.0,5015.0,50000.0,564.0,4484.0,50000.0,1346.0,50000.0,21777.0,,,,,,,,,,,,,,,,,,,,,,,
2026,9344,582,4910,15961,6868,27,6045,9995,8843,50000,4457,169,18746,17904,30042,28,13688,503,2044,674,79,64,8083,28523,204,17720,29819,180,372,38780.0,4864.0,16207.0,518.0,1303.0,44050.0,14217.0,6105.0,116.0,160.0,157.0,1664.0,660.0,477.0,48.0,5032.0,15.0,1210.0,36971.0,200.0,50000.0,241.0,9717.0,2861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9345,968,3735,2198,2367,23259,426,6557,50000,66,30,951,48,50000,1288,407,292,2191,1921,12497,279,34655,8854,221,211,585,1390,60,39228,50000.0,50000.0,1799.0,50000.0,39466.0,3420.0,257.0,267.0,1761.0,21.0,1852.0,420.0,2058.0,19082.0,2140.0,228.0,61.0,8669.0,916.0,1911.0,279.0,1567.0,672.0,12719.0,50000.0,3.0,604.0,18717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9346,3901,713,5312,69,89,31798,50000,1599,130,15,89,22,3182,8358,39237,818,206,21286,934,4274,50000,174,91,2252,4548,950,3026,128,1031.0,3865.0,2590.0,50000.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9347,16320,1435,2701,133,403,2,5,72,12036,13607,5507,2553,220,774,2552,14,50000,2978,380,186,15686,6189,392,1193,11032,2,47,339,9.0,2471.0,32561.0,9877.0,549.0,50000.0,6553.0,4416.0,3863.0,30616.0,6669.0,314.0,4844.0,13623.0,109.0,50000.0,613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9348,9,1570,84,5463,591,4612,18124,365,582,7379,11383,33477,21609,20382,193,21960,22997,628,25325,2058,4940,50000,4202,3814,666,4144,12506,23605,776.0,674.0,32.0,7722.0,837.0,13809.0,356.0,1081.0,1835.0,7437.0,1337.0,164.0,28.0,168.0,1530.0,1212.0,982.0,5901.0,50000.0,344.0,388.0,2791.0,960.0,47186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9349,243,50000,776,1656,442,14,50000,867,39,15629,50000,3,1349,251,43,165,50000,2380,10595,542,1965,788,62,16782,1560,3,3579,387,189.0,1014.0,714.0,32510.0,494.0,5279.0,5211.0,1315.0,1001.0,50000.0,3679.0,145.0,720.0,17.0,50000.0,20671.0,583.0,4324.0,17637.0,9525.0,1077.0,352.0,796.0,2398.0,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9350,176,1265,1012,73,50000,295,250,145,36533,1083,28809,1789,50000,45807,16,857,8211,304,50000,16493,50000,50000,50000,398,50000,2600,155,1536,10782.0,28290.0,6253.0,14216.0,650.0,31372.0,651.0,1492.0,158.0,867.0,391.0,3858.0,3213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9351,9833,5280,512,124,65,50000,653,10111,10236,465,23125,146,50000,1279,1307,14709,3240,20382,1140,236,5989,1532,24876,6624,16,5,296,9,3063.0,24844.0,93.0,169.0,50000.0,1451.0,4959.0,15143.0,50000.0,30006.0,50000.0,796.0,39.0,49431.0,5003.0,160.0,27708.0,44945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9352,288,1678,1053,9132,18970,236,50000,1122,40161,1663,117,50000,913,1854,58,804,1375,5170,13520,1018,2066,77,23388,5075,414,323,37,167,5960.0,87.0,232.0,53.0,6612.0,8171.0,198.0,7462.0,34.0,3012.0,175.0,98.0,262.0,6063.0,122.0,532.0,1771.0,209.0,1676.0,5030.0,3056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9353,19682,35178,20,11551,500,797,1749,361,373,3235,16383,2472,3232,107,106,13917,261,3915,5098,38,786,5280,2750,883,16723,26,948,261,218.0,7162.0,3993.0,2462.0,2330.0,1891.0,50000.0,7459.0,1022.0,44.0,9122.0,437.0,7720.0,12249.0,4.0,50000.0,3339.0,1487.0,3983.0,50000.0,345.0,50000.0,2175.0,151.0,69.0,1453.0,345.0,1232.0,19.0,50000.0,10606.0,1928.0,157.0,685.0,359.0,128.0,555.0,518.0,2666.0,50000.0,394.0,677.0,,,,,,,,,,,,,
2026,9354,86,3815,1474,5905,2084,1664,1581,524,1283,1314,13629,95,50000,50000,20,17161,622,223,9677,6938,338,6351,31,4822,3393,5741,1382,2459,2485.0,10051.0,5651.0,50000.0,2682.0,5654.0,5731.0,3664.0,22422.0,36766.0,438.0,24984.0,6390.0,17.0,3623.0,468.0,8630.0,698.0,50000.0,50000.0,50000.0,930.0,2794.0,50000.0,20.0,1941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9355,21788,3528,7509,514,301,21106,17,1402,3676,192,216,1957,141,133,1636,50000,50000,966,19929,638,1952,1531,2034,18015,2442,570,7532,1,95.0,6540.0,157.0,44585.0,233.0,12950.0,361.0,22272.0,6211.0,2532.0,313.0,1487.0,50000.0,585.0,611.0,13626.0,40508.0,50000.0,2748.0,623.0,1265.0,5136.0,50000.0,954.0,840.0,3399.0,16355.0,1367.0,3972.0,38938.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9356,50000,2274,1966,25,2170,4332,1062,109,3465,3302,50000,50000,197,15,1184,1320,29030,2656,50000,2990,88,29986,3195,73,71,293,33,14128,3159.0,41440.0,990.0,572.0,247.0,1289.0,571.0,506.0,62.0,131.0,291.0,27990.0,645.0,4552.0,1259.0,50000.0,257.0,8027.0,1306.0,437.0,630.0,1394.0,11018.0,25029.0,124.0,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9357,617,9504,1804,115,639,16,7006,50000,50000,9,649,153,221,222,76,50000,249,1148,11310,4894,2852,113,65,1127,39,50000,20059,1427,35818.0,926.0,337.0,12.0,11771.0,3143.0,1961.0,455.0,268.0,49.0,188.0,21091.0,3.0,773.0,50000.0,221.0,50000.0,4165.0,50000.0,11746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9358,9,77,10103,724,12273,4570,41,50000,23739,1468,2728,569,50000,1845,13563,26,50000,114,50000,50000,12791,3891,4226,9,740,2107,266,50000,1175.0,2644.0,29.0,1849.0,504.0,12855.0,1184.0,2613.0,826.0,4524.0,505.0,1403.0,15595.0,50000.0,682.0,22285.0,371.0,4536.0,4583.0,24362.0,11657.0,666.0,729.0,546.0,784.0,6672.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9359,2380,983,9217,13,50000,33643,50000,1794,5365,6362,2653,1473,738,119,841,50000,50000,10,110,4429,1083,312,22791,22442,10837,4025,145,7103,13997.0,70.0,17183.0,179.0,895.0,467.0,313.0,48512.0,4367.0,50000.0,1222.0,4347.0,2035.0,1704.0,637.0,132.0,3713.0,1700.0,16053.0,275.0,50000.0,183.0,4588.0,26.0,2537.0,552.0,21.0,195.0,5296.0,12988.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9360,175,634,50000,25,919,935,218,5636,8536,2076,40803,57,5157,660,1834,86,169,17798,15771,306,50000,151,25767,404,15830,1730,5963,2276,17543.0,169.0,409.0,2.0,1636.0,420.0,50000.0,313.0,1254.0,286.0,103.0,1567.0,236.0,21570.0,62.0,9504.0,2692.0,5100.0,38815.0,22.0,50000.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9361,76,15865,975,18912,1057,178,16926,15918,2380,1314,520,1730,39,124,402,19332,79,1636,278,50000,264,1348,8990,2634,3540,50000,36052,5452,1724.0,94.0,50000.0,243.0,50000.0,246.0,50000.0,8.0,23343.0,50000.0,50000.0,497.0,212.0,105.0,298.0,144.0,22.0,50000.0,17043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9362,6,50000,50000,2260,2072,1545,136,1055,984,18175,20,1870,50000,326,28254,189,431,11,5924,5546,194,113,594,2110,11437,83,763,35,85.0,4428.0,76.0,14275.0,50000.0,50000.0,9251.0,22124.0,91.0,12796.0,6989.0,50000.0,162.0,50000.0,132.0,50000.0,839.0,8196.0,5.0,464.0,1382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9363,76,50000,4472,50000,33,2347,8757,840,50000,45,3559,44,3933,958,7097,2409,50000,3532,982,7342,1131,2723,23,43853,379,176,18271,1896,818.0,1343.0,50000.0,36648.0,24969.0,22568.0,35.0,50000.0,876.0,15242.0,101.0,32575.0,118.0,2096.0,47733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9364,304,26775,50000,50000,1456,9284,365,170,50000,555,3036,34513,3955,50000,210,882,190,1079,12390,976,50000,172,8184,13055,5400,493,594,329,579.0,50000.0,8006.0,15572.0,8099.0,3035.0,2075.0,17592.0,308.0,2799.0,278.0,394.0,63.0,34.0,13770.0,1487.0,17027.0,22953.0,39.0,50000.0,939.0,3692.0,314.0,6578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9365,5726,3922,494,16,50000,43,28,13,50000,50000,266,92,6626,2569,133,181,34077,3303,4116,84,2703,101,5035,6162,1246,50000,2430,17497,21900.0,539.0,1289.0,5496.0,2061.0,20.0,30269.0,2595.0,50000.0,39.0,1763.0,727.0,7931.0,36738.0,17145.0,485.0,2204.0,161.0,117.0,39514.0,640.0,1187.0,54.0,22598.0,244.0,572.0,6703.0,380.0,5228.0,3525.0,5031.0,,,,,,,,,,,,,,,,,,,,,,,,
2026,9366,7978,388,3753,4014,4381,33,42,531,272,472,917,50000,298,22020,32,11715,165,146,19,14746,10875,6990,766,34012,384,50000,3893,125,1313.0,13828.0,2069.0,695.0,19077.0,1988.0,4849.0,2656.0,1087.0,1218.0,223.0,50000.0,600.0,6.0,49979.0,21451.0,227.0,5146.0,2191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9367,2655,59,50000,7370,19543,7517,50000,6048,31,14653,50000,24446,5722,773,5466,315,30393,4680,2369,43803,10428,12822,318,5187,416,17934,50000,3860,27125.0,521.0,32164.0,55.0,451.0,153.0,571.0,9145.0,5829.0,8353.0,2630.0,952.0,5150.0,250.0,11946.0,377.0,17880.0,662.0,36183.0,1035.0,11760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9368,537,50000,23170,2191,3635,284,13239,11966,3452,3712,349,29444,28598,12499,180,116,24,1320,50000,316,16729,328,50000,8853,742,235,3362,26585,6698.0,17324.0,683.0,50000.0,2317.0,168.0,604.0,50000.0,7823.0,50000.0,1867.0,3228.0,50000.0,17422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9369,10371,2290,654,4048,15300,17734,392,10,12012,4257,2476,646,366,244,3882,1254,4124,99,3975,1428,18603,51,534,5664,680,25273,6010,239,23478.0,4592.0,6828.0,3044.0,18420.0,33849.0,519.0,19536.0,33319.0,1239.0,2328.0,3226.0,2514.0,374.0,2379.0,2322.0,1169.0,50000.0,4696.0,15039.0,893.0,22196.0,98.0,3616.0,6719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9370,452,2208,263,105,290,11230,50000,4678,427,3912,4,12685,1936,5255,23689,89,172,448,41258,3492,1427,2377,10682,3423,6864,1206,50000,37901,5.0,50000.0,19517.0,897.0,4.0,2502.0,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9371,16816,420,2726,747,59,2098,50000,325,1093,3215,9908,1092,50000,50000,604,47547,4068,1565,50000,645,85,99,152,19734,3279,24631,346,143,149.0,1580.0,5192.0,204.0,346.0,624.0,35355.0,1133.0,8590.0,1.0,501.0,21998.0,15213.0,1215.0,50000.0,84.0,3802.0,4041.0,1652.0,7873.0,2.0,6868.0,28159.0,3228.0,474.0,3825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9372,4527,1521,3348,50000,50000,114,379,8545,448,120,2590,2772,82,7101,70,21,1255,2928,6192,5374,602,943,2291,1607,222,1866,627,6,2097.0,205.0,165.0,97.0,32961.0,2881.0,1605.0,8935.0,15311.0,258.0,20.0,174.0,350.0,13446.0,13.0,50000.0,792.0,50000.0,6580.0,50000.0,117.0,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9373,18916,741,585,46815,115,20916,12578,315,50000,7934,6732,147,451,599,50000,44756,1187,7068,139,481,12386,3690,383,364,1321,50000,714,173,1800.0,6571.0,859.0,6682.0,5359.0,5676.0,1218.0,1305.0,52.0,6932.0,22137.0,50000.0,7749.0,1882.0,50000.0,214.0,635.0,6096.0,1573.0,17843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9374,445,110,31285,1314,49,3358,10,5583,50000,119,622,4930,32,13,459,50000,4444,6244,50000,10054,8581,50000,657,56,8246,3178,717,49781,10206.0,90.0,119.0,2564.0,4.0,7531.0,99.0,73.0,50000.0,50000.0,663.0,9280.0,455.0,50000.0,116.0,9.0,34544.0,1443.0,13902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9375,5845,8671,9087,3330,44,940,33435,8,8884,476,50000,6182,50000,1,31133,50000,42525,219,402,50000,19657,779,1508,160,68,1260,50000,2053,43.0,60.0,11618.0,203.0,896.0,17139.0,37.0,252.0,11279.0,50000.0,1772.0,20.0,5025.0,9756.0,381.0,1640.0,6663.0,165.0,20014.0,787.0,35583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9376,7136,66,728,50000,135,287,6,795,136,650,62,50000,2071,15,2111,103,1305,430,3543,50000,540,6658,2947,490,24877,1085,1863,548,7423.0,372.0,35367.0,307.0,2545.0,50000.0,50000.0,5733.0,481.0,27344.0,1527.0,2263.0,36393.0,1057.0,9786.0,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9377,472,6,50000,463,2222,763,9505,2150,34,50000,9621,12209,422,11292,706,5032,185,26336,1974,50000,19891,6831,10,28,8912,501,20796,79,50000.0,1743.0,1501.0,473.0,5096.0,16184.0,743.0,114.0,11364.0,2945.0,50000.0,1492.0,20012.0,12.0,19261.0,968.0,13345.0,3642.0,40974.0,13397.0,50000.0,6294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9378,5669,50000,1340,3113,58,33,710,153,3990,77,191,75,1745,183,3404,6405,43912,2987,12292,5665,50000,31363,19,1466,50000,1120,2944,8438,20197.0,38339.0,779.0,4670.0,108.0,269.0,135.0,9228.0,1708.0,3.0,9072.0,11862.0,16.0,3050.0,12445.0,3667.0,3947.0,50000.0,1524.0,8991.0,144.0,21156.0,101.0,50000.0,11121.0,336.0,9747.0,5212.0,17552.0,5616.0,217.0,11436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9379,3943,4051,9204,165,85,2519,15559,38184,31,186,17977,8375,50,50000,3480,498,50000,8928,966,1020,15,2,6142,515,1048,28770,10499,11692,766.0,974.0,10735.0,7225.0,539.0,488.0,6396.0,50000.0,50000.0,1933.0,23503.0,483.0,2833.0,50000.0,2037.0,417.0,1859.0,4120.0,12382.0,1208.0,3221.0,6826.0,422.0,2597.0,623.0,571.0,33911.0,5296.0,819.0,619.0,3455.0,7274.0,319.0,8781.0,4990.0,11984.0,50.0,6393.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9380,50000,1244,8181,29584,62,50000,14586,50000,518,38,16732,1319,209,68,22406,2446,796,605,417,3929,393,84,50000,8,35,11316,1888,1639,602.0,6409.0,459.0,210.0,228.0,11577.0,50000.0,28198.0,11671.0,36743.0,50000.0,390.0,50000.0,11859.0,488.0,22663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,9381,50000,22713,1087,979,1021,401,7424,50000,604,13008,5391,12683,2658,50000,555,55,1776,749,724,243,1204,226,1390,694,13038,439,3517,3797,14363.0,7748.0,6299.0,28.0,645.0,54.0,42868.0,97.0,289.0,50000.0,144.0,785.0,17877.0,50000.0,27.0,317.0,23414.0,5467.0,240.0,10620.0,410.0,231.0,32.0,551.0,5464.0,231.0,182.0,2676.0,2605.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9382,765,4365,13591,3672,93,213,3670,175,50000,22416,3153,13904,35950,1728,415,921,6130,36805,1,625,50000,1483,6092,50000,487,764,5548,71,30237.0,256.0,90.0,2594.0,220.0,1286.0,1859.0,992.0,22130.0,5376.0,6.0,4622.0,1172.0,11235.0,6642.0,1005.0,1393.0,50000.0,50000.0,3078.0,46.0,4959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9383,50000,293,366,3087,3997,51,5879,104,3350,457,50000,1817,479,339,3490,418,1009,143,2411,450,33502,1375,1802,686,22,46,3793,50000,50000.0,47591.0,7522.0,4507.0,12111.0,275.0,842.0,4960.0,1435.0,1479.0,4392.0,15872.0,7885.0,50000.0,43311.0,30611.0,419.0,482.0,1284.0,1886.0,263.0,50000.0,1510.0,2890.0,264.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9384,726,1329,302,50000,60,5879,1004,172,312,2555,4503,64,19,4786,6763,12426,4317,974,50000,3544,7779,19,291,1198,2537,9179,4474,90,3736.0,30647.0,16418.0,1379.0,50000.0,37245.0,3488.0,159.0,44.0,50000.0,734.0,50000.0,598.0,4223.0,576.0,20.0,36.0,2774.0,1042.0,55.0,3883.0,33275.0,31661.0,312.0,2483.0,25105.0,2713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9385,10,10552,860,19,2267,235,11741,4800,25,47,2025,2647,5,14037,238,736,291,50000,7619,4495,21309,23684,2797,365,50000,6955,3425,304,209.0,16825.0,1242.0,18799.0,4.0,50000.0,1060.0,50000.0,4769.0,7231.0,3327.0,6.0,13416.0,183.0,8200.0,3995.0,159.0,184.0,50000.0,149.0,354.0,205.0,656.0,3043.0,2270.0,1004.0,670.0,486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
