Projected_Year,Simulation,Claim_1,Claim_2,Claim_3,Claim_4,Claim_5,Claim_6,Claim_7,Claim_8,Claim_9,Claim_10,Claim_11,Claim_12,Claim_13,Claim_14,Claim_15,Claim_16,Claim_17,Claim_18,Claim_19,Claim_20,Claim_21,Claim_22,Claim_23,Claim_24,Claim_25,Claim_26,Claim_27,Claim_28,Claim_29,Claim_30,Claim_31,Claim_32,Claim_33,Claim_34,Claim_35,Claim_36,Claim_37,Claim_38,Claim_39,Claim_40,Claim_41,Claim_42,Claim_43,Claim_44,Claim_45,Claim_46,Claim_47,Claim_48,Claim_49,Claim_50,Claim_51,Claim_52,Claim_53,Claim_54,Claim_55,Claim_56,Claim_57,Claim_58,Claim_59,Claim_60,Claim_61,Claim_62,Claim_63,Claim_64,Claim_65,Claim_66,Claim_67,Claim_68,Claim_69,Claim_70,Claim_71,Claim_72,Claim_73,Claim_74,Claim_75,Claim_76,Claim_77,Claim_78,Claim_79,Claim_80,Claim_81,Claim_82,Claim_83
2026,0,6760,1377,9869,50000,1083,1083,50000,13324,600,7583,609,606,3570,16,26,476,154,4279,200,57,50000,1106,2306,55,498,2571,109,4992,432.0,937.0,431.0,50000.0,1882.0,137.0,15297.0,91.0,3286.0,14.0,70.0,3189.0,12391.0,2991.0,1457.0,915.0,48.0,321.0,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,1,27537,4606,23,4386,742,357,9018,25792,20089,238,897,4466,22446,586,1223,122,97,14918,50000,1625,24076,4819,387,4816,50000,1780,50000,3,15272.0,2421.0,920.0,2450.0,13.0,1123.0,4764.0,50000.0,531.0,257.0,554.0,19305.0,4438.0,516.0,7047.0,2483.0,22061.0,335.0,856.0,729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2,50,4089,3745,1972,1081,56,678,825,261,1300,5359,50000,3015,3712,1615,16,1822,2264,50000,1202,4145,1785,104,34135,12816,14135,199,50000,58.0,8474.0,50000.0,163.0,471.0,2499.0,551.0,40.0,2312.0,136.0,6380.0,194.0,50000.0,273.0,869.0,14955.0,89.0,3443.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,3,35,3092,3734,13813,88,71,7201,4098,3647,4639,354,3484,4058,325,50000,6383,98,10091,169,13996,35511,249,21771,5478,15278,50000,1053,294,209.0,252.0,1605.0,4578.0,3895.0,15476.0,2011.0,50000.0,1003.0,50000.0,9339.0,227.0,133.0,6523.0,1112.0,11654.0,6374.0,1622.0,233.0,44.0,636.0,16651.0,3329.0,86.0,3005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,4,5113,212,2862,2253,111,4773,7938,29386,27309,62,186,7078,7056,7078,50000,8141,33520,21266,9961,883,13044,281,1075,577,2390,50000,18,10871,34.0,597.0,29824.0,2287.0,131.0,324.0,10691.0,312.0,3349.0,2182.0,380.0,50000.0,9534.0,12.0,3106.0,371.0,16487.0,267.0,1460.0,6902.0,17046.0,96.0,842.0,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,5,379,50000,5372,83,19424,50000,25887,43,578,46586,330,5921,13566,191,1677,1,149,1034,85,50000,54,646,2702,50000,53,35920,1997,166,6199.0,3206.0,433.0,2319.0,741.0,2588.0,10233.0,50000.0,88.0,50000.0,15.0,1331.0,8505.0,3937.0,409.0,1156.0,566.0,444.0,16370.0,4763.0,343.0,18555.0,4205.0,14930.0,9433.0,244.0,478.0,12668.0,8988.0,1847.0,2162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,6,47859,442,7670,1173,1128,30567,15407,14954,50000,2052,10754,895,4387,1405,2483,8652,250,50000,156,93,35468,14158,9303,9402,1888,205,2354,357,22422.0,1347.0,246.0,870.0,5480.0,474.0,248.0,3586.0,3597.0,546.0,598.0,3483.0,52.0,57.0,322.0,1140.0,4244.0,50000.0,16704.0,1304.0,1856.0,158.0,1859.0,944.0,4371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,7,245,7155,50000,1482,5328,10977,712,3414,2009,2487,281,2070,6782,50000,21548,50000,285,17329,3082,50000,257,237,433,9,521,290,2838,4585,50000.0,21076.0,459.0,205.0,6679.0,71.0,50000.0,37416.0,601.0,27.0,50000.0,1461.0,43310.0,36.0,433.0,1973.0,2190.0,630.0,9274.0,134.0,1363.0,2632.0,7067.0,11584.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,8,42,47860,4477,298,50000,2602,37402,2306,50000,50000,1043,22223,9812,50000,173,10865,27627,24,100,12,991,11757,50000,2344,50000,61,27,1694,5097.0,1794.0,11.0,1557.0,74.0,10428.0,4879.0,185.0,537.0,137.0,1664.0,21327.0,165.0,6886.0,515.0,267.0,1489.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,9,486,97,50000,2127,337,3328,1469,1119,9074,12996,515,460,977,6,44,50000,50000,1043,8258,4247,50000,32203,1413,178,35,3242,292,55,385.0,129.0,50000.0,17739.0,1908.0,50000.0,2363.0,225.0,50000.0,7514.0,145.0,1208.0,217.0,61.0,19833.0,50000.0,58.0,7981.0,381.0,574.0,441.0,223.0,2199.0,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,10,3834,1717,1070,200,459,12927,6832,168,2497,12798,30,7599,370,8135,287,21,33,2196,3733,202,9647,30,1650,94,380,2192,225,743,24244.0,459.0,15809.0,115.0,7345.0,50000.0,4.0,264.0,8268.0,1170.0,4935.0,428.0,2419.0,1318.0,36338.0,3683.0,4537.0,693.0,574.0,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,11,5232,678,4025,50000,17277,860,39514,700,12,156,18,807,2039,50000,4417,1124,15562,8,3514,13439,48,34215,4547,688,9507,50000,3071,3627,616.0,231.0,15598.0,228.0,2329.0,588.0,6466.0,4493.0,26218.0,542.0,990.0,168.0,639.0,5012.0,12979.0,193.0,17212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,12,50000,5487,50000,280,86,23,50000,10036,1694,3927,116,50000,2691,2561,12002,6499,3412,269,6346,50000,50000,50000,541,163,1420,2239,30218,28,50000.0,1310.0,668.0,154.0,31.0,15321.0,2340.0,77.0,76.0,839.0,50000.0,1016.0,45.0,1052.0,983.0,2.0,1699.0,1091.0,11145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,13,50000,32772,992,122,50000,2258,2016,1833,3198,1356,462,494,1793,499,326,2542,1028,50000,3,30015,44217,11,825,767,57,277,120,50000,20311.0,47132.0,11880.0,115.0,523.0,6637.0,91.0,11624.0,1066.0,761.0,11565.0,5928.0,788.0,35577.0,130.0,9114.0,8607.0,896.0,4409.0,85.0,19727.0,1225.0,525.0,26983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,14,333,57,39,8890,79,50000,11,50000,3304,1528,497,5294,1772,30916,2592,2837,783,1688,4211,27,66,12540,2987,1228,2039,4652,503,277,3180.0,168.0,5416.0,27.0,25673.0,6364.0,3698.0,22851.0,50000.0,24739.0,19.0,79.0,407.0,2078.0,7125.0,316.0,3109.0,293.0,420.0,57.0,193.0,66.0,169.0,27298.0,180.0,50000.0,6703.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,15,227,11261,460,2643,50000,1530,34691,334,1783,50000,405,50000,11473,475,9498,22278,9249,38,315,1047,1616,9223,3039,69,5048,8993,7918,29219,15739.0,6153.0,1633.0,30.0,5714.0,3276.0,3845.0,79.0,130.0,27265.0,1763.0,10742.0,2090.0,2098.0,20444.0,534.0,2477.0,611.0,655.0,897.0,3397.0,586.0,45302.0,207.0,1219.0,647.0,50000.0,3186.0,25847.0,47.0,3802.0,18098.0,2393.0,16262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,16,50000,525,679,961,67,195,157,284,1785,3501,50000,159,22945,1139,1720,10564,117,5076,2955,6688,4019,50000,394,514,408,484,394,38324,50000.0,466.0,242.0,6345.0,488.0,9511.0,3237.0,44.0,50000.0,50000.0,419.0,737.0,3985.0,4502.0,10141.0,50000.0,1249.0,263.0,61.0,312.0,1792.0,50000.0,532.0,3411.0,1868.0,38265.0,8076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,17,571,26657,10753,50000,8412,791,8555,31337,15218,6942,28204,36476,50000,9895,1281,2812,40042,251,4905,726,2092,47953,3143,2187,64,12635,9815,50000,900.0,3372.0,3637.0,50000.0,1533.0,3918.0,8933.0,3108.0,636.0,3167.0,28700.0,149.0,2717.0,337.0,27176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,18,50000,133,43,344,1737,3582,1064,4704,85,50000,1585,32019,4596,6116,8118,5979,9747,50000,3186,11509,1555,50000,357,50000,1760,54,2684,353,16007.0,379.0,636.0,17.0,627.0,4.0,37.0,13091.0,13951.0,5655.0,173.0,1727.0,1929.0,107.0,50000.0,17550.0,1119.0,2083.0,3282.0,12.0,1048.0,352.0,158.0,962.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,19,9701,465,8176,50000,19757,2261,385,11202,5219,18352,9564,27020,509,50000,3194,50000,346,50000,3197,380,579,872,5636,7218,462,1832,50000,50000,5811.0,2141.0,2630.0,9059.0,150.0,1021.0,30.0,5295.0,9857.0,580.0,50000.0,90.0,50.0,3417.0,26854.0,46688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,20,1826,36792,7603,769,13467,2,34647,25,785,118,76,35710,603,4639,1731,6435,2360,78,23642,565,39,666,50000,16396,813,811,869,50000,5070.0,5720.0,25746.0,3542.0,1017.0,1190.0,1627.0,1773.0,12059.0,2218.0,12211.0,1590.0,2371.0,13.0,19350.0,4639.0,23745.0,1.0,50000.0,1372.0,31296.0,144.0,9042.0,139.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,21,50000,1207,3357,17232,6743,2838,4859,50000,1685,3223,27094,31089,38134,9650,111,50000,110,4156,294,1658,4438,4356,5605,50000,6067,1056,21810,38368,90.0,8701.0,11285.0,924.0,50000.0,1337.0,2667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,22,1262,2024,125,53,50000,233,162,9,393,71,50000,24459,347,50000,22798,863,4,50000,60,32,25253,50000,50000,8000,8643,16527,13042,3939,2528.0,1664.0,294.0,963.0,28.0,1522.0,163.0,123.0,3056.0,50000.0,19446.0,38.0,163.0,20572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,23,166,1109,7727,172,2535,69,431,4339,36,5872,1853,7774,3412,50000,2665,664,2645,7597,2200,2155,335,370,58,50000,86,343,322,18339,930.0,44401.0,360.0,3917.0,240.0,50000.0,99.0,4232.0,9531.0,5492.0,1224.0,1406.0,2173.0,1347.0,21799.0,50000.0,481.0,63.0,1560.0,50000.0,260.0,50000.0,50000.0,486.0,8103.0,50000.0,753.0,1169.0,453.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,24,153,383,91,2120,283,3498,39,4461,15724,13,4971,42223,94,50000,5564,333,1693,7889,2355,7511,194,2976,56,1473,202,308,43124,30001,8960.0,126.0,881.0,40709.0,2777.0,50000.0,5217.0,3150.0,897.0,2721.0,1329.0,11483.0,21410.0,272.0,69.0,20.0,6954.0,123.0,9.0,5155.0,50000.0,1917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,25,15921,2390,1519,19484,941,3805,4360,365,23393,1256,293,7469,205,2089,1903,29596,6397,1828,15115,50000,7879,1998,73,135,906,423,1219,2244,7343.0,1632.0,6589.0,2288.0,14.0,185.0,1357.0,94.0,8756.0,50000.0,41291.0,1140.0,50000.0,2826.0,836.0,418.0,912.0,736.0,2984.0,2911.0,1962.0,5820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,26,38481,21030,47,3,20242,63,1108,104,21,7563,13050,459,3,495,5197,48,3082,1874,8315,2627,170,39057,1309,1818,188,641,212,1262,50000.0,63.0,34.0,50000.0,1152.0,364.0,26374.0,427.0,50000.0,10646.0,573.0,50000.0,427.0,12504.0,4122.0,50000.0,50000.0,2109.0,295.0,6166.0,356.0,50000.0,2741.0,779.0,3093.0,67.0,171.0,9068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,27,375,141,7472,38008,11799,23629,292,55,50000,867,1038,50000,7848,6103,50000,388,19916,2246,3817,50000,6951,7503,28620,780,238,142,14,50000,123.0,1118.0,973.0,4206.0,15038.0,16822.0,452.0,1281.0,3953.0,1044.0,50000.0,6664.0,12280.0,10252.0,36860.0,3064.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,28,5301,381,518,8463,43361,2053,4222,50000,3559,50000,8032,24,12861,5060,49331,10520,1376,91,1153,231,454,8510,50000,5235,97,5933,39063,422,1391.0,2020.0,272.0,9884.0,1438.0,5571.0,211.0,650.0,11901.0,765.0,50000.0,715.0,3419.0,20155.0,56.0,24.0,43.0,46084.0,488.0,50000.0,473.0,3092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,29,50000,50000,50000,40229,25348,8595,13693,489,250,1930,1271,625,11150,21335,2430,50000,111,1198,323,18,1582,1435,50000,9461,149,50000,41526,8373,1104.0,176.0,766.0,29809.0,50000.0,26624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,30,430,6303,159,4148,13278,42145,1515,1169,216,245,1104,4889,19217,260,50000,987,1845,299,4,17846,12340,962,2303,7094,39,517,14250,84,4063.0,65.0,6266.0,1780.0,34.0,36062.0,309.0,256.0,3218.0,34636.0,153.0,2272.0,5702.0,11059.0,3029.0,776.0,245.0,2416.0,133.0,1.0,5814.0,18758.0,5.0,155.0,9188.0,50000.0,2051.0,314.0,1231.0,50000.0,386.0,263.0,581.0,179.0,2648.0,,,,,,,,,,,,,,,,,,,,
2026,31,50000,4375,1034,937,39,17804,1602,1238,50000,4116,296,669,34619,2586,53,19491,365,50000,29166,635,48263,2308,16501,6560,233,388,25725,841,708.0,178.0,5628.0,50000.0,134.0,2069.0,50000.0,1595.0,6049.0,136.0,5695.0,1218.0,23026.0,38168.0,45552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,32,2970,50000,156,33884,50000,1448,10,424,50000,1838,159,549,16006,7663,1070,776,729,193,50000,868,41125,50000,23763,660,5355,1832,202,4389,101.0,38196.0,608.0,3223.0,3960.0,1017.0,8470.0,592.0,17285.0,67.0,2672.0,50000.0,159.0,356.0,7058.0,3053.0,4688.0,6634.0,9554.0,31416.0,5437.0,1064.0,8321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,33,1552,4474,3138,11521,654,7044,1016,12401,9101,187,29603,508,14751,4888,50000,1112,811,1854,911,14454,34,139,134,21070,50000,1498,1275,2320,35805.0,191.0,3538.0,22426.0,6835.0,3131.0,23927.0,2.0,10645.0,378.0,20.0,7010.0,50000.0,1380.0,21206.0,50000.0,50000.0,50000.0,12505.0,2352.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,34,1051,235,50000,1253,2651,7755,2172,50000,409,3171,303,71,420,1774,664,343,57,1581,45,13079,2394,50,897,296,4332,50000,18,2597,1303.0,10472.0,3322.0,296.0,875.0,265.0,28872.0,2054.0,50000.0,1672.0,330.0,44.0,21.0,37.0,3803.0,6967.0,37.0,18344.0,580.0,2813.0,50000.0,18427.0,993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,35,209,9,321,1147,164,1401,2360,1108,382,2971,5893,127,50000,1521,2041,11486,3493,21220,3998,420,4817,111,2556,1791,1156,1411,17,492,2457.0,2906.0,148.0,46446.0,222.0,22106.0,5679.0,385.0,50000.0,98.0,19487.0,23899.0,363.0,50000.0,1040.0,4014.0,3738.0,1390.0,14853.0,14223.0,24.0,50000.0,30.0,25892.0,32783.0,126.0,695.0,122.0,1136.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026,36,13738,50000,50000,476,1152,29,258,21852,50000,88,441,1822,3929,256,5635,594,1878,7654,1978,652,1479,1560,770,1018,50000,7940,928,11166,843.0,36828.0,4916.0,1488.0,5979.0,38.0,116.0,98.0,2786.0,50000.0,50000.0,9634.0,6831.0,21.0,500.0,270.0,411.0,1277.0,596.0,14.0,12687.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,37,3546,50000,194,3,951,30735,50000,89,6760,607,1493,50000,45,3677,6286,29588,2489,4213,730,3822,824,9244,771,5009,1809,32730,1712,23,46007.0,201.0,378.0,438.0,50000.0,9.0,50000.0,27464.0,3406.0,1697.0,3982.0,7187.0,9808.0,7835.0,2437.0,1187.0,1333.0,1195.0,33369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,38,8617,1,10074,3172,1858,735,32571,20923,281,5400,171,61,405,16903,21219,7043,11982,7098,390,5747,14471,12892,38315,11488,4697,28451,1822,214,1294.0,301.0,358.0,1355.0,267.0,900.0,17.0,3323.0,1953.0,251.0,10159.0,20408.0,35.0,288.0,283.0,185.0,15565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,39,1198,1003,13,9570,87,2262,3901,50000,73,1,3086,50000,43433,3292,568,14717,170,6424,6910,27751,50000,5205,544,1826,23,341,698,523,2852.0,248.0,32321.0,1948.0,1902.0,856.0,2872.0,15395.0,222.0,374.0,909.0,67.0,250.0,590.0,17419.0,3759.0,3163.0,16423.0,1380.0,5180.0,1503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,40,3786,452,4,1391,50000,19835,21882,43128,2431,3192,414,882,9111,39779,1373,630,1949,8784,52,6,490,91,545,1344,625,50000,4415,4134,9259.0,112.0,26322.0,1610.0,10449.0,133.0,40.0,15119.0,5001.0,203.0,220.0,32679.0,99.0,50000.0,204.0,9642.0,854.0,8828.0,498.0,1295.0,2157.0,158.0,12464.0,538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,41,1098,161,3,1206,50000,13909,1855,1007,2060,7670,101,31782,11694,11776,5842,2045,10512,8580,802,462,2513,50000,87,49,2942,2212,3006,3588,1113.0,50000.0,35.0,244.0,1503.0,32.0,1253.0,50000.0,2051.0,3471.0,83.0,415.0,760.0,878.0,48339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,42,7876,120,3611,6786,33907,50000,153,255,83,1083,6265,23119,1609,873,2848,240,50000,35,3093,50000,1980,1209,795,1239,50000,8,50000,55,998.0,664.0,8510.0,35.0,6200.0,50000.0,64.0,3132.0,371.0,5661.0,2043.0,390.0,6612.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,43,1207,11823,76,177,6361,50000,4747,888,1943,85,8857,17770,627,599,3791,652,1649,50000,1048,793,384,12570,1236,382,50000,50000,432,18,24318.0,350.0,14121.0,14.0,18233.0,94.0,12154.0,2018.0,178.0,702.0,10873.0,2539.0,8422.0,50000.0,39.0,50000.0,2529.0,205.0,69.0,1212.0,19610.0,1414.0,50000.0,51.0,1889.0,84.0,4843.0,17974.0,678.0,3.0,3205.0,5817.0,5363.0,,,,,,,,,,,,,,,,,,,,,,
2026,44,43090,133,10708,38661,23,4338,550,1587,4653,574,358,2121,128,128,10685,109,10341,6206,26,356,38817,166,608,6198,13867,1036,435,50000,50000.0,22633.0,2411.0,257.0,243.0,7212.0,5555.0,50000.0,9938.0,45.0,27182.0,160.0,744.0,3645.0,50000.0,50000.0,8906.0,1230.0,7432.0,18008.0,872.0,37625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,45,6132,50000,1920,10404,126,738,11127,16350,932,1627,43,796,18132,8230,6828,2205,1982,372,11219,5591,6681,521,9,30443,586,224,11069,729,27732.0,9139.0,10798.0,63.0,40591.0,3747.0,772.0,2789.0,23.0,5421.0,148.0,66.0,43.0,31652.0,402.0,50000.0,508.0,27.0,119.0,43093.0,1317.0,493.0,2907.0,6847.0,32028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,46,50000,790,70,691,3738,174,177,4608,1723,2114,291,1093,192,18123,26068,19,190,46,382,1579,51,193,157,3273,2316,319,3032,495,985.0,50000.0,50000.0,75.0,15575.0,14875.0,110.0,15153.0,50000.0,117.0,195.0,24944.0,3844.0,7755.0,4571.0,5183.0,70.0,26869.0,36503.0,1096.0,1746.0,42.0,7064.0,8165.0,1666.0,32591.0,843.0,8014.0,151.0,1835.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026,47,1258,3424,771,1400,15432,652,35,50000,50000,76,10965,552,3768,4070,1082,273,345,196,242,1645,324,10757,50000,455,3547,6811,6354,2355,12522.0,6520.0,88.0,17192.0,17992.0,287.0,2141.0,10791.0,1152.0,28653.0,50000.0,272.0,61.0,4169.0,11877.0,1092.0,50000.0,68.0,11054.0,426.0,50000.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,48,285,491,16785,738,1737,2075,16,1880,346,566,50000,84,14943,968,966,14112,4565,8136,22035,849,420,128,246,50000,44062,66,71,6513,7673.0,7704.0,1028.0,1422.0,4428.0,2414.0,7.0,1094.0,230.0,3020.0,50000.0,4890.0,887.0,19617.0,6527.0,5579.0,8909.0,50000.0,114.0,6380.0,191.0,7834.0,195.0,684.0,929.0,22461.0,19453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,49,86,2234,329,83,1130,899,50000,5762,62,473,25178,50000,37,18,50000,5169,221,7434,3,1963,4427,19739,153,2413,191,3692,206,700,160.0,9955.0,16737.0,1081.0,2143.0,52.0,919.0,1717.0,50000.0,120.0,50000.0,23677.0,3933.0,50000.0,4947.0,5163.0,1704.0,41791.0,30391.0,406.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,50,1171,262,1660,43269,619,1749,2252,16322,7,426,3306,39402,567,18,9201,396,99,407,1226,428,8,18438,47525,9965,112,1175,1915,8731,10394.0,309.0,2391.0,6124.0,50000.0,11380.0,14065.0,2402.0,50000.0,5437.0,225.0,50000.0,11193.0,641.0,585.0,4094.0,6215.0,3192.0,4248.0,50000.0,28551.0,3139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,51,20600,146,5278,50000,1127,233,380,127,272,769,57,2025,18680,200,50000,7003,25765,374,16573,126,18126,2995,7789,102,207,8697,181,6216,63.0,16312.0,89.0,7771.0,9338.0,340.0,8372.0,3739.0,504.0,155.0,14.0,4676.0,39.0,2472.0,1006.0,10679.0,913.0,853.0,12187.0,4508.0,4300.0,6311.0,41.0,12973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,52,9035,152,1056,1764,1390,4495,50000,29292,73,9256,50000,5133,29976,50000,25325,3636,26719,2799,2067,807,50000,250,50000,6814,58,4892,10,9336,17899.0,441.0,2653.0,50000.0,548.0,137.0,50000.0,50000.0,1965.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,53,6217,2171,7885,3,926,3564,109,5126,1166,50000,50000,606,1334,1617,628,3174,291,114,9270,9430,259,18359,400,3672,15213,1790,6085,534,1190.0,1162.0,300.0,1250.0,40.0,569.0,953.0,1024.0,1063.0,1668.0,6474.0,17425.0,382.0,95.0,143.0,574.0,806.0,283.0,76.0,621.0,3068.0,8649.0,482.0,692.0,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,54,1799,232,8187,22,790,4141,3086,50000,4678,157,1533,23,1591,241,19304,491,1453,396,50000,870,50000,14978,6517,4905,5223,16,968,16189,1722.0,58.0,1707.0,50000.0,44307.0,1667.0,21130.0,777.0,27.0,192.0,50000.0,980.0,1058.0,918.0,50000.0,50000.0,50000.0,1307.0,4084.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,55,50000,104,3352,124,445,239,424,504,493,15716,122,3384,41208,538,322,1092,37442,3167,514,6546,123,10738,5421,900,238,211,7438,42362,394.0,6141.0,10.0,450.0,1801.0,199.0,186.0,365.0,4049.0,1217.0,7.0,10.0,425.0,6130.0,2.0,556.0,521.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,56,742,5084,2774,9,13349,3340,6959,50000,10,50000,947,4000,1737,672,467,4446,43,12772,686,115,630,45460,509,4781,312,13010,10850,50000,1254.0,10402.0,2489.0,50000.0,321.0,12595.0,1195.0,1658.0,2450.0,3663.0,1455.0,3334.0,50000.0,23010.0,17192.0,622.0,210.0,21335.0,17492.0,50000.0,428.0,1095.0,32.0,728.0,23660.0,605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
